Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer Segment,Department Name,Market,Order City,Order Country,order date (DateOrders),Order Id,Order Item Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order Status,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
DEBIT,2,2,9.75,47.98,Shipping on time,0,Indoor/Outdoor Games,Consumer,Fan Shop,Europe,France,France,10/1/2015 2:58,4645,9491,2.0,0.04,49.98,1,49.98,47.98,9.75,Western Europe,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,10/3/2015 2:58,Second Class
TRANSFER,3,4,61.47,391.98,Advance shipping,0,Fishing,Corporate,Fan Shop,Europe,Sweden,Sweden,5/5/2016 18:28,4646,9492,8.0,0.02,399.98,1,399.98,391.98,61.47,Northern Europe,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,5/8/2016 18:28,Standard Class
TRANSFER,3,4,26.39,52.79,Advance shipping,0,Cleats,Corporate,Apparel,Europe,Sweden,Sweden,5/5/2016 18:28,4646,9493,7.2,0.12,59.99,1,59.99,52.79,26.39,Northern Europe,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,5/8/2016 18:28,Standard Class
TRANSFER,3,4,17.6,44.0,Advance shipping,0,Women's Apparel,Corporate,Golf,Europe,Sweden,Sweden,5/5/2016 18:28,4646,9494,6.0,0.12,50.0,1,50.0,44.0,17.6,Northern Europe,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,5/8/2016 18:28,Standard Class
TRANSFER,6,4,-1.07,53.99,Late delivery,1,Cleats,Consumer,Apparel,Pacific Asia,Pakistan,Pakistan,10/19/2016 7:07,4647,9495,6.0,0.1,59.99,1,59.99,53.99,-1.07,South Asia,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,10/25/2016 7:07,Standard Class
TRANSFER,6,4,11.93,44.98,Late delivery,1,Indoor/Outdoor Games,Consumer,Fan Shop,Pacific Asia,Pakistan,Pakistan,10/19/2016 7:07,4647,9496,5.0,0.1,49.98,1,49.98,44.98,11.93,South Asia,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,10/25/2016 7:07,Standard Class
TRANSFER,6,4,-10.18,29.7,Late delivery,1,Men's Clothing,Consumer,Apparel,Pacific Asia,Pakistan,Pakistan,10/19/2016 7:07,4647,9497,0.3,0.01,30.0,1,30.0,29.7,-10.18,South Asia,PENDING_PAYMENT,Columbia Men's PFG Anchor Tough T-Shirt,30.0,10/25/2016 7:07,Standard Class
TRANSFER,6,4,375.36,1470.0,Late delivery,1,Computers,Consumer,Technology,Pacific Asia,Pakistan,Pakistan,10/19/2016 7:07,4647,9498,30.0,0.02,1500.0,1,1500.0,1470.0,375.36,South Asia,PENDING_PAYMENT,Dell Laptop,1500.0,10/25/2016 7:07,Standard Class
PAYMENT,4,4,50.16,230.4,Shipping on time,0,Golf Apparel,Home Office,Golf,Europe,Poland,Poland,11/6/2015 14:54,4648,9499,9.6,0.04,80.0,3,240.0,230.4,50.16,Eastern Europe,COMPLETE,LIJA Women's Button Golf Dress,80.0,11/10/2015 14:54,Standard Class
PAYMENT,4,2,-18.98,575.99,Late delivery,1,Fitness Accessories,,Fitness,Pacific Asia,Australia,Australia,6/6/2017 10:57,4649,9500,24.0,0.04,599.99,1,599.99,575.99,-18.98,Oceania,PENDING_PAYMENT,Bowflex SelectTech 1090 Dumbbells,599.99,6/10/2017 10:57,Second Class
TRANSFER,3,1,-13.29,56.99,Shipping canceled,0,Cleats,Consumer,Apparel,Pacific Asia,Pakistan,Pakistan,6/11/2017 12:18,4650,9501,3.0,0.05,59.99,1,59.99,56.99,-13.29,South Asia,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99,6/14/2017 12:18,First Class
TRANSFER,3,1,-9.2,33.19,Shipping canceled,0,Girls' Apparel,Consumer,Apparel,Pacific Asia,Pakistan,Pakistan,6/11/2017 12:18,4650,9502,6.8,0.17,39.99,1,39.99,33.19,-9.2,South Asia,SUSPECTED_FRAUD,Under Armour Girls' Toddler Spine Surge Runni,39.99,6/14/2017 12:18,First Class
PAYMENT,4,2,-9.01,79.2,Late delivery,1,Men's Clothing,Home Office,Apparel,Europe,Sweden,Sweden,5/19/2016 23:20,4651,9503,10.8,0.12,30.0,3,90.0,79.2,-9.01,Northern Europe,COMPLETE,Columbia Men's PFG Anchor Tough T-Shirt,30.0,5/23/2016 23:20,Second Class
PAYMENT,4,2,15.94,375.98,Late delivery,1,Fishing,Home Office,Fan Shop,Europe,Sweden,Sweden,5/19/2016 23:20,4651,9504,24.0,0.06,399.98,1,399.98,375.98,15.94,Northern Europe,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,5/23/2016 23:20,Second Class
PAYMENT,4,2,10.96,56.39,Late delivery,1,Cleats,Home Office,Apparel,Europe,Sweden,Sweden,5/19/2016 23:20,4651,9505,3.6,0.06,59.99,1,59.99,56.39,10.96,Northern Europe,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,5/23/2016 23:20,Second Class
PAYMENT,4,2,-13.78,35.99,Late delivery,1,Golf Balls,Home Office,Golf,Europe,Sweden,Sweden,5/19/2016 23:20,4651,9506,12.0,0.25,47.99,1,47.99,35.99,-13.78,Northern Europe,COMPLETE,Titleist Pro V1 High Numbers Golf Balls,47.99,5/23/2016 23:20,Second Class
PAYMENT,5,4,-9.41,37.5,Late delivery,1,Women's Apparel,Consumer,Golf,USCA,United States,United States,8/31/2017 8:24,4652,9507,12.5,0.25,50.0,1,50.0,37.5,-9.41,East of USA,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,9/5/2017 8:24,Standard Class
PAYMENT,5,4,16.51,99.58,Late delivery,1,Cleats,Consumer,Apparel,USCA,United States,United States,8/31/2017 8:24,4652,9508,20.4,0.17,59.99,2,119.98,99.58,16.51,East of USA,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,9/5/2017 8:24,Standard Class
PAYMENT,5,4,31.76,81.97,Late delivery,1,Indoor/Outdoor Games,,Fan Shop,USCA,United States,United States,8/31/2017 8:24,4652,9509,17.99,0.18,49.98,2,99.96,81.97,31.76,East of USA,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,9/5/2017 8:24,Standard Class
PAYMENT,6,4,24.12,170.97,Late delivery,1,Cleats,Consumer,Apparel,USCA,United States,United States,10/15/2016 22:22,4653,9510,9.0,0.05,59.99,3,179.97,170.97,24.12,West of USA,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,10/21/2016 22:22,Standard Class
PAYMENT,6,4,10.71,28.2,Late delivery,1,Men's Clothing,Consumer,Apparel,USCA,United States,United States,10/15/2016 22:22,4653,9511,1.8,0.06,30.0,1,30.0,28.2,10.71,West of USA,COMPLETE,Columbia Men's PFG Anchor Tough T-Shirt,30.0,10/21/2016 22:22,Standard Class
DEBIT,6,4,12.11,141.0,Late delivery,1,Women's Apparel,Consumer,Golf,LATAM,Dominican Republic,Dominican Republic,1/18/2016 18:08,4654,9512,9.0,0.06,50.0,3,150.0,141.0,12.11,Caribbean,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,1/24/2016 18:08,Standard Class
DEBIT,6,4,74.7,179.99,Late delivery,1,Water Sports,Consumer,Fan Shop,LATAM,Dominican Republic,Dominican Republic,1/18/2016 18:08,4654,9513,20.0,0.1,199.99,1,199.99,179.99,74.7,Caribbean,CLOSED,Pelican Sunstream 100 Kayak,199.99,1/24/2016 18:08,Standard Class
DEBIT,6,4,-5.04,77.44,Late delivery,1,Golf Gloves,Consumer,Golf,LATAM,Dominican Republic,Dominican Republic,1/18/2016 18:08,4654,9514,10.56,0.12,22.0,4,88.0,77.44,-5.04,Caribbean,CLOSED,Hirzl Women's Soffft Flex Golf Glove,22.0,1/24/2016 18:08,Standard Class
DEBIT,4,4,57.2,114.39,Shipping on time,0,Men's Footwear,Consumer,Apparel,USCA,Canada,Canada,12/31/2017 7:32,4655,9515,15.6,0.12,129.99,1,129.99,114.39,57.2,Canada,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,1/4/2018 7:32,Standard Class
DEBIT,4,4,24.89,49.79,Shipping on time,0,Cleats,Consumer,Apparel,USCA,Canada,Canada,12/31/2017 7:32,4655,9516,10.2,0.17,59.99,1,59.99,49.79,24.89,Canada,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,1/4/2018 7:32,Standard Class
DEBIT,2,1,81.02,199.99,Late delivery,1,Water Sports,,Fan Shop,Pacific Asia,New Zealand,New Zealand,8/13/2015 6:45,4656,9517,0.0,0.0,199.99,1,199.99,199.99,81.02,Oceania,COMPLETE,Pelican Sunstream 100 Kayak,199.99,8/15/2015 6:45,First Class
CASH,6,4,-1.2,204.92,Late delivery,1,Indoor/Outdoor Games,Corporate,Fan Shop,Europe,Russia,Russia,4/22/2016 8:15,4657,9518,44.98,0.18,49.98,5,249.9,204.92,-1.2,Eastern Europe,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,4/28/2016 8:15,Standard Class
DEBIT,4,4,53.67,165.98,Shipping on time,0,Cardio Equipment,Corporate,Footwear,Europe,United Kingdom,United Kingdom,3/21/2017 0:50,4658,9519,34.0,0.17,99.99,2,199.98,165.98,53.67,Northern Europe,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,3/25/2017 0:50,Standard Class
PAYMENT,6,4,0.46,90.99,Late delivery,1,Cardio Equipment,Home Office,Footwear,Pacific Asia,China,China,11/8/2017 8:06,4659,9520,9.0,0.09,99.99,1,99.99,90.99,0.46,Eastern Asia,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,11/14/2017 8:06,Standard Class
PAYMENT,6,4,31.57,234.99,Late delivery,1,Camping & Hiking,Home Office,Outdoors,Pacific Asia,China,China,11/8/2017 8:06,4659,9521,15.0,0.06,249.99,1,249.99,234.99,31.57,Eastern Asia,PENDING,Coleman 8-Person Instant Tent,249.99,11/14/2017 8:06,Standard Class
PAYMENT,6,4,-50.37,1125.0,Late delivery,1,Computers,Home Office,Technology,Pacific Asia,China,China,11/8/2017 8:06,4659,9522,375.0,0.25,1500.0,1,1500.0,1125.0,-50.37,Eastern Asia,PENDING,Dell Laptop,1500.0,11/14/2017 8:06,Standard Class
CASH,2,1,25.66,127.97,Late delivery,1,Girls' Apparel,Corporate,Apparel,Europe,Sweden,Sweden,3/1/2015 13:46,4660,9523,31.99,0.2,39.99,4,159.96,127.97,25.66,Northern Europe,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,3/3/2015 13:46,First Class
CASH,2,1,39.94,176.37,Late delivery,1,Cleats,Corporate,Apparel,Europe,Sweden,Sweden,3/1/2015 13:46,4660,9524,3.6,0.02,59.99,3,179.97,176.37,39.94,Northern Europe,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,3/3/2015 13:46,First Class
CASH,2,1,-13.98,122.19,Late delivery,1,Men's Footwear,Corporate,Apparel,Europe,Sweden,Sweden,3/1/2015 13:46,4660,9525,7.8,0.06,129.99,1,129.99,122.19,-13.98,Northern Europe,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,3/3/2015 13:46,First Class
CASH,2,1,35.58,297.49,Late delivery,1,Electronics,Corporate,Outdoors,Europe,Sweden,Sweden,3/1/2015 13:46,4660,9526,52.5,0.15,349.99,1,349.99,297.49,35.58,Northern Europe,PENDING_PAYMENT,Garmin Forerunner 910XT GPS Watch,349.99,3/3/2015 13:46,First Class
DEBIT,6,4,28.0,95.96,Late delivery,1,Golf Gloves,Corporate,Golf,USCA,United States,United States,8/11/2015 6:48,4661,9527,4.0,0.04,24.99,4,99.96,95.96,28.0,South of USA,CLOSED,Team Golf Pittsburgh Steelers Putter Grip,24.99,8/17/2015 6:48,Standard Class
DEBIT,6,4,66.01,489.99,Late delivery,1,Accessories,Corporate,Outdoors,USCA,United States,United States,8/11/2015 6:48,4661,9528,10.0,0.02,499.99,1,499.99,489.99,66.01,South of USA,CLOSED,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,499.99,8/17/2015 6:48,Standard Class
DEBIT,6,4,79.57,179.99,Late delivery,1,Water Sports,Corporate,Fan Shop,USCA,United States,United States,8/11/2015 6:48,4661,9529,20.0,0.1,199.99,1,199.99,179.99,79.57,South of USA,CLOSED,Pelican Sunstream 100 Kayak,199.99,8/17/2015 6:48,Standard Class
DEBIT,6,4,28.8,57.59,Late delivery,1,Cleats,Corporate,Apparel,USCA,United States,United States,8/11/2015 6:48,4661,9530,2.4,0.04,59.99,1,59.99,57.59,28.8,South of USA,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,8/17/2015 6:48,Standard Class
PAYMENT,1,0,-3.24,107.89,Late delivery,1,Men's Footwear,Consumer,Apparel,USCA,Canada,Canada,7/12/2016 19:04,4662,9531,22.1,0.17,129.99,1,129.99,107.89,-3.24,Canada,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,7/13/2016 19:04,Same Day
DEBIT,2,1,61.09,122.19,Late delivery,1,Men's Footwear,Consumer,Apparel,LATAM,Cuba,Cuba,11/28/2017 2:57,4663,9532,7.8,0.06,129.99,1,129.99,122.19,61.09,Caribbean,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,11/30/2017 2:57,First Class
DEBIT,2,1,-142.33,299.98,Late delivery,1,Fishing,Consumer,Fan Shop,LATAM,Cuba,Cuba,11/28/2017 2:57,4663,9533,100.0,0.25,399.98,1,399.98,299.98,-142.33,Caribbean,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,11/30/2017 2:57,First Class
DEBIT,3,2,-5.9,60.0,Late delivery,1,Golf Apparel,Consumer,Golf,LATAM,Honduras,Honduras,9/16/2017 14:35,4664,9534,20.0,0.25,80.0,1,80.0,60.0,-5.9,Central America,PENDING_PAYMENT,LIJA Women's Button Golf Dress,80.0,9/19/2017 14:35,Second Class
DEBIT,3,2,4.39,97.49,Late delivery,1,Men's Footwear,Consumer,Apparel,LATAM,Honduras,Honduras,9/16/2017 14:35,4664,9535,32.5,0.25,129.99,1,129.99,97.49,4.39,Central America,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,9/19/2017 14:35,Second Class
DEBIT,3,2,12.04,49.0,Late delivery,1,Women's Apparel,Consumer,Golf,LATAM,Honduras,Honduras,9/16/2017 14:35,4664,9536,1.0,0.02,50.0,1,50.0,49.0,12.04,Central America,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,9/19/2017 14:35,Second Class
TRANSFER,5,4,33.56,98.99,Shipping canceled,0,Cardio Equipment,Consumer,Footwear,Europe,United Kingdom,United Kingdom,7/17/2015 3:56,4665,9537,1.0,0.01,99.99,1,99.99,98.99,33.56,Northern Europe,CANCELED,Nike Men's Free 5.0+ Running Shoe,99.99,7/22/2015 3:56,Standard Class
TRANSFER,5,4,49.17,119.97,Shipping canceled,0,Girls' Apparel,Consumer,Apparel,Europe,United Kingdom,United Kingdom,7/17/2015 3:56,4665,9538,39.99,0.25,39.99,4,159.96,119.97,49.17,Northern Europe,CANCELED,Under Armour Girls' Toddler Spine Surge Runni,39.99,7/22/2015 3:56,Standard Class
TRANSFER,5,4,-77.34,299.98,Shipping canceled,0,Fishing,Consumer,Fan Shop,Europe,United Kingdom,United Kingdom,7/17/2015 3:56,4665,9539,100.0,0.25,399.98,1,399.98,299.98,-77.34,Northern Europe,CANCELED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,7/22/2015 3:56,Standard Class
TRANSFER,6,2,0.04,49.5,Shipping canceled,0,Women's Apparel,Consumer,Golf,Africa,Nigeria,Nigeria,11/13/2016 3:04,4666,9540,0.5,0.01,50.0,1,50.0,49.5,0.04,West Africa,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50.0,11/19/2016 3:04,Second Class
TRANSFER,6,2,3.44,31.84,Shipping canceled,0,Accessories,Consumer,Outdoors,Africa,Nigeria,Nigeria,11/13/2016 3:04,4666,9541,3.15,0.09,34.99,1,34.99,31.84,3.44,West Africa,SUSPECTED_FRAUD,Under Armour Hustle Storm Medium Duffle Bag,34.99,11/19/2016 3:04,Second Class
TRANSFER,6,2,69.49,179.99,Shipping canceled,0,Water Sports,Consumer,Fan Shop,Africa,Nigeria,Nigeria,11/13/2016 3:04,4666,9542,20.0,0.1,199.99,1,199.99,179.99,69.49,West Africa,SUSPECTED_FRAUD,Pelican Sunstream 100 Kayak,199.99,11/19/2016 3:04,Second Class
TRANSFER,6,2,-6.2,227.49,Shipping canceled,0,Camping & Hiking,Consumer,Outdoors,Africa,Nigeria,Nigeria,11/13/2016 3:04,4666,9543,22.5,0.09,249.99,1,249.99,227.49,-6.2,West Africa,SUSPECTED_FRAUD,Coleman 8-Person Instant Tent,249.99,11/19/2016 3:04,Second Class
DEBIT,3,4,142.49,284.98,Advance shipping,0,Camping & Hiking,Corporate,Fan Shop,USCA,United States,United States,2/25/2015 14:41,4667,9544,15.0,0.05,299.98,1,299.98,284.98,142.49,East of USA,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,2/28/2015 14:41,Standard Class
PAYMENT,4,2,-5.99,146.94,Late delivery,1,Indoor/Outdoor Games,Consumer,Fan Shop,LATAM,Colombia,Colombia,6/8/2017 22:48,4668,9545,3.0,0.02,49.98,3,149.94,146.94,-5.99,South America,PENDING,O'Brien Men's Neoprene Life Vest,49.98,6/12/2017 22:48,Second Class
DEBIT,5,4,-6.62,37.49,Late delivery,1,Indoor/Outdoor Games,Home Office,Fan Shop,Africa,Kenya,Kenya,10/29/2015 7:25,4669,9546,12.49,0.25,49.98,1,49.98,37.49,-6.62,East Africa,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,11/3/2015 7:25,Standard Class
PAYMENT,6,4,66.72,227.49,Late delivery,1,Camping & Hiking,Consumer,Outdoors,LATAM,Colombia,Colombia,11/1/2015 3:32,4670,9547,22.5,0.09,249.99,1,249.99,227.49,66.72,South America,PENDING_PAYMENT,Coleman 8-Person Instant Tent,249.99,11/7/2015 3:32,Standard Class
DEBIT,4,4,3.52,286.99,Shipping on time,0,Electronics,Corporate,Outdoors,USCA,United States,United States,12/15/2017 17:01,4671,9548,63.0,0.18,349.99,1,349.99,286.99,3.52,East of USA,CLOSED,Garmin Forerunner 910XT GPS Watch,349.99,12/19/2017 17:01,Standard Class
DEBIT,4,4,-2.26,33.19,Shipping on time,0,Girls' Apparel,Corporate,Apparel,USCA,United States,United States,12/15/2017 17:01,4671,9549,6.8,0.17,39.99,1,39.99,33.19,-2.26,East of USA,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,12/19/2017 17:01,Standard Class
CASH,6,4,10.58,58.79,Late delivery,1,Cleats,Consumer,Apparel,Pacific Asia,New Zealand,New Zealand,9/20/2017 2:44,4672,9550,1.2,0.02,59.99,1,59.99,58.79,10.58,Oceania,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,9/26/2017 2:44,Standard Class
PAYMENT,2,4,13.86,47.48,Advance shipping,0,Indoor/Outdoor Games,Consumer,Fan Shop,LATAM,Mexico,Mexico,12/20/2017 16:14,4673,9551,2.5,0.05,49.98,1,49.98,47.48,13.86,Central America,PAYMENT_REVIEW,O'Brien Men's Neoprene Life Vest,49.98,12/22/2017 16:14,Standard Class
TRANSFER,6,4,-0.27,18.7,Late delivery,1,Golf Gloves,Consumer,Golf,Europe,Spain,Spain,9/22/2016 8:42,4674,9552,3.3,0.15,22.0,1,22.0,18.7,-0.27,Southern Europe,PROCESSING,Hirzl Women's Soffft Flex Golf Glove,22.0,9/28/2016 8:42,Standard Class
TRANSFER,6,4,5.33,49.48,Late delivery,1,Indoor/Outdoor Games,Consumer,Fan Shop,Europe,Spain,Spain,9/22/2016 8:42,4674,9553,0.5,0.01,49.98,1,49.98,49.48,5.33,Southern Europe,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,9/28/2016 8:42,Standard Class
TRANSFER,6,4,188.2,379.98,Late delivery,1,Fishing,Consumer,Fan Shop,Europe,Spain,Spain,9/22/2016 8:42,4674,9554,20.0,0.05,399.98,1,399.98,379.98,188.2,Southern Europe,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,9/28/2016 8:42,Standard Class
TRANSFER,6,4,-0.04,41.0,Late delivery,1,Women's Apparel,Consumer,Golf,Europe,Spain,Spain,9/22/2016 8:42,4674,9555,9.0,0.18,50.0,1,50.0,41.0,-0.04,Southern Europe,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,9/28/2016 8:42,Standard Class
DEBIT,6,4,13.6,54.59,Late delivery,1,Cleats,Corporate,Apparel,USCA,United States,United States,12/10/2016 6:01,4675,9556,5.4,0.09,59.99,1,59.99,54.59,13.6,South of USA,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,12/16/2016 6:01,Standard Class
DEBIT,6,4,21.16,47.5,Late delivery,1,Women's Apparel,Corporate,Golf,USCA,United States,United States,12/10/2016 6:01,4675,9557,2.5,0.05,50.0,1,50.0,47.5,21.16,South of USA,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,12/16/2016 6:01,Standard Class
DEBIT,3,2,2.09,56.39,Late delivery,1,Cleats,Home Office,Apparel,LATAM,Haiti,Haiti,9/10/2017 5:01,4676,9558,3.6,0.06,59.99,1,59.99,56.39,2.09,Caribbean,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,9/13/2017 5:01,Second Class
DEBIT,3,2,23.54,163.96,Late delivery,1,Girls' Apparel,Home Office,Apparel,LATAM,Haiti,Haiti,9/10/2017 5:01,4676,9559,35.99,0.18,39.99,5,199.95,163.96,23.54,Caribbean,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,9/13/2017 5:01,Second Class
DEBIT,3,2,55.04,469.99,Late delivery,1,Accessories,Home Office,Outdoors,LATAM,Haiti,Haiti,9/10/2017 5:01,4676,9560,30.0,0.06,499.99,1,499.99,469.99,55.04,Caribbean,COMPLETE,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,499.99,9/13/2017 5:01,Second Class
DEBIT,3,2,0.98,35.98,Late delivery,1,Golf Gloves,Home Office,Golf,LATAM,Haiti,Haiti,9/10/2017 5:01,4676,9561,4.0,0.1,19.99,2,39.98,35.98,0.98,Caribbean,COMPLETE,Glove It Women's Imperial Golf Glove,19.99,9/13/2017 5:01,Second Class
DEBIT,3,2,-9.68,25.5,Late delivery,1,Men's Clothing,Home Office,Apparel,LATAM,Haiti,Haiti,9/10/2017 5:01,4676,9562,4.5,0.15,30.0,1,30.0,25.5,-9.68,Caribbean,COMPLETE,Columbia Men's PFG Anchor Tough T-Shirt,30.0,9/13/2017 5:01,Second Class
TRANSFER,5,4,39.25,116.99,Shipping canceled,0,Men's Footwear,Consumer,Apparel,Pacific Asia,Bangladesh,Bangladesh,12/1/2016 1:36,4677,9563,13.0,0.1,129.99,1,129.99,116.99,39.25,South Asia,SUSPECTED_FRAUD,Nike Men's CJ Elite 2 TD Football Cleat,129.99,12/6/2016 1:36,Standard Class
DEBIT,2,4,6.33,75.0,Advance shipping,0,Women's Apparel,Corporate,Golf,Africa,Ethiopia,Ethiopia,4/26/2016 5:00,4678,9564,25.0,0.25,50.0,2,100.0,75.0,6.33,East Africa,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,4/28/2016 5:00,Standard Class
PAYMENT,5,4,-11.19,82.99,Late delivery,1,Cardio Equipment,Consumer,Footwear,Pacific Asia,China,China,2/14/2016 9:18,4679,9565,17.0,0.17,99.99,1,99.99,82.99,-11.19,Eastern Asia,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,2/19/2016 9:18,Standard Class
PAYMENT,5,4,-53.27,220.0,Late delivery,1,Women's Apparel,Consumer,Golf,Pacific Asia,China,China,2/14/2016 9:18,4679,9566,30.0,0.12,50.0,5,250.0,220.0,-53.27,Eastern Asia,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,2/19/2016 9:18,Standard Class
PAYMENT,5,4,-30.0,116.99,Late delivery,1,Men's Footwear,Consumer,Apparel,Pacific Asia,China,China,2/14/2016 9:18,4679,9567,13.0,0.1,129.99,1,129.99,116.99,-30.0,Eastern Asia,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2/19/2016 9:18,Standard Class
TRANSFER,0,0,-46.4,293.98,Shipping on time,0,Camping & Hiking,Consumer,Fan Shop,Pacific Asia,China,China,9/20/2016 22:15,4680,9568,6.0,0.02,299.98,1,299.98,293.98,-46.4,Eastern Asia,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.98,9/20/2016 22:15,Same Day
TRANSFER,0,0,-1.03,35.99,Shipping on time,0,Girls' Apparel,Consumer,Apparel,Pacific Asia,China,China,9/20/2016 22:15,4680,9569,4.0,0.1,39.99,1,39.99,35.99,-1.03,Eastern Asia,ON_HOLD,Under Armour Girls' Toddler Spine Surge Runni,39.99,9/20/2016 22:15,Same Day
DEBIT,5,4,-10.27,50.0,Late delivery,1,Women's Apparel,Corporate,Golf,Africa,Ghana,Ghana,3/5/2015 7:13,4681,9570,0.0,0.0,50.0,1,50.0,50.0,-10.27,West Africa,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,3/10/2015 7:13,Standard Class
DEBIT,0,0,77.67,383.98,Shipping on time,0,Fishing,Home Office,Fan Shop,Europe,United Kingdom,United Kingdom,7/23/2015 3:48,4682,9571,16.0,0.04,399.98,1,399.98,383.98,77.67,Northern Europe,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,7/23/2015 3:48,Same Day
TRANSFER,3,4,52.78,105.57,Advance shipping,0,Girls' Apparel,Consumer,Apparel,Europe,Russia,Russia,6/29/2016 6:49,4683,9572,14.4,0.12,39.99,3,119.97,105.57,52.78,Eastern Europe,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,7/2/2016 6:49,Standard Class
TRANSFER,3,4,13.37,82.5,Advance shipping,0,Golf Gloves,Consumer,Golf,Europe,Russia,Russia,6/29/2016 6:49,4683,9573,27.5,0.25,22.0,5,110.0,82.5,13.37,Eastern Europe,COMPLETE,Hirzl Women's Soffft Flex Golf Glove,22.0,7/2/2016 6:49,Standard Class
TRANSFER,3,4,-10.29,254.97,Advance shipping,0,Cardio Equipment,Consumer,Footwear,Europe,Russia,Russia,6/29/2016 6:49,4683,9574,45.0,0.15,99.99,3,299.97,254.97,-10.29,Eastern Europe,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,7/2/2016 6:49,Standard Class
TRANSFER,3,4,120.48,392.0,Advance shipping,0,Golf Apparel,Consumer,Golf,Europe,Russia,Russia,6/29/2016 6:49,4683,9575,8.0,0.02,80.0,5,400.0,392.0,120.48,Eastern Europe,COMPLETE,LIJA Women's Button Golf Dress,80.0,7/2/2016 6:49,Standard Class
DEBIT,2,4,3.15,159.99,Advance shipping,0,Water Sports,Consumer,Fan Shop,Europe,Germany,Germany,9/1/2017 9:26,4684,9576,40.0,0.2,199.99,1,199.99,159.99,3.15,Western Europe,PENDING,Pelican Sunstream 100 Kayak,199.99,9/3/2017 9:26,Standard Class
DEBIT,2,4,12.24,39.59,Advance shipping,0,Girls' Apparel,Consumer,Apparel,Europe,Germany,Germany,9/1/2017 9:26,4684,9577,0.4,0.01,39.99,1,39.99,39.59,12.24,Western Europe,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,9/3/2017 9:26,Standard Class
